raw_text,hasil_preprocessing,text_length
"@tempodotco Kenapa mesti berkelit? kenapa gak akui saja program kita tolol, korupsi kita nomor 1, preman kita tiada dua nya. Cita cita mau rupiah kuat. NGIMPI!!! Kan gitu enak tinggal lengserin 🖕🏻😂",tempodotco mesti berkelit akui_negated program tolol korups nomor preman tiada cita rupiah kuat ngimp enak tinggal lengserin tertawa,18
"what if u nonton bokep tpi bukannya liat dua sejoli saling bercengkerama, u malah liat indonesia emas, rupiah menguat, mbg stop, kabinet di isi org profesional di bidangnya, pendidikan gratis, pemerintah mulai membangun industri dalam negri alih alih impor

lgsg banjir sih gw",what nonton bokep tpi liat sejol bercengkerama liat indonesia emas rupiah menguat mbg stop kabinet isi orang profesional bidangnya pendidi gratis pemerintah membangun industr negri alih impor lgsg banjir,29
"makin kesini warga tiktok kok makin dongo ya, gakuat bgt tiap ada konten kritik pemerintah isi komennya pada ga nyambung, barusan abis debat krn ada komen nilai rupiah turun ga ngaruh sama dapur dia krn dia pandai ngelola keuangan dia, WTFFFFF se tone deaf itu warga tt",kesin warga tiktok dongo gakuat konten kritik pemerintah isi komennya nyambung_negated barus abis debat komen nilai rupiah turun ngaruh_negated dapur pandai ngelola keuangan wtff tone deaf warga,27
Alangkah baiknya bila  @prabowo HENTIKAN MBG dan Kegiatan Koperasi Merah Putih..disaat Kondisi Nilai Rupiah Terpuruk seperti saat ini.,alangkah baiknya prabowo henti mbg kegiat koperas merah putih disaat kondisi nilai rupiah terpuruk,14
"@id_def_report @LambeSahamjja Tergantung importnya apa? Barang jadi atau bahan baku.
Beras 0 import pun harga masih tinggi dan cenderung naik.
Harga2 kebutuhan pokok yg supply sama dg MBG naik semua. Itu yg disembunyikan pemerintah Inflasi akibat MBG.",tergantung importnya barang bahan baku beras import harga masih cenderung naik harga2 kebutuhan pokok supply mbg naik disembunyi pemerintah inflasi akibat mbg,22
"Jepang beli 20 juta barel minyak UAE lagi untuk hindari blokade Hormuz - Nikkei

Ini bisa dorong harga minyak naik karena kekhawatiran gangguan pasokan

Akankah negara importir lain ikuti Jepang? #Minyak #Jepang #Geopolitik",jepang beli juta barel minyak uae hindar blokade hormuz nikkei bisa dorong harga minyak naik kekhawatir ganggu paso negara importir ikuti jepang minyak jepang geopolitik,25
@TaliUdeng Hai kalian itu digaji pakai UANG RUPIAH bukan digaji pakai DAUN JAMBU.,hai digaj uang rupiah digaji_negated daun jambu,7
"@KangManto123 Punya kalkulator MBG, yang bisa menghitung anggaran proyek yang nilainya triliunan rupiah. https://t.co/nJaj40F1KK",punya kalkulator mbg bisa menghitung anggar proyek nilainya triliun rupiah,10
"Pemerintah RI bersiap terbitkan Panda Bond di China demi kurangi ketergantungan Dolar AS dan jaga stabilitas nilai tukar Rupiah.
https://t.co/l0dvkzXjUK",pemerintah terbit panda bond china kurang ketergantung dolar jaga stabilitas nilai tukar rupiah,13
"when yh wowok mulai sadar, lalu menghentikan mbg, restrukturisasi kabinet serta memberikan kebijakan yg masuk akal spy rupiah menguat.. ah when yh, mimpi basah gw

lama” wni hiburannya bukan bokep tpi ngebayangin mbg berhenti",when wowok sadar menghenti mbg restrukturisas kabinet kebijakan masuk akal spy rupiah menguat when mimpi basah wni hiburannya bokep_negated tpi ngebayangin mbg berhent,23
"@tempodotco haji dari dulu"" juga gapernah rupiah sejeblok ini, gausah ngeles",tempodotco haji gapernah rupiah sejeblok gausah ngeles,7
@ongen_id @saiful_mujani @feriamsari @msaid_didu @GunRomli @islah_bahrawi Pantes prabowo menang wong yang begini aja dibanggakan. Padahal rupiah melemah 😂,pantes prabowo menang dibangga rupiah melemah tertawa,7
"INFO PROMO MINYAK DI PAGI HARI NIH
🔥 PROMO MINYAK MURAH BANGET 🔥

Minyak Sunco 2L cuma Rp38.658 😭✨
Padahal di toko udah 42rb++ loh… hemat lumayan buat stok di rumah!

⚠️ Harga bisa berubah kapan aja, buruan check out sebelum naik!

Ini linknya 👇🏻👇🏻
https://t.co/MiV9EQv7o2 https://t.co/w0UccQvPtZ",info promo minyak pagi hari promo minyak murah minyak sunco rupiah sedih toko ribuan hemat lumay stok rumah harga bisa berubah buruan check out naik linknya,26
@yanuarnugroho Nelayan gak bisa melaut krn harga solar naik,nelay bisa_negated melaut harga solar naik,6
Negri ini mau dibuat propaganda ala2 korut. Dari awal menjabat pun media nasional isinya sudah tidak jelas. Saya gak akan ikhlas pajak2 yang dibayar mereka gunakan buat kepentingan politik mereka sendiri maka itu saya all in monero XMR persetan dengan rupiah,negri propaganda ala2 korut menjabat media nasional isinya sudah tidak ikhlas pajak2 dibayar kepenting politik all monero xmr perset rupiah,20
"@OceanYouse19963 @mukaikhlas Sebelum perang kita sudah diserang. pelaku saham pasti tau hal ini, dari msci,moodys, ftse, ini membuat outflow dollar membuang rupiah, trus ada perang, lalu ada sentimen negatif dari bangsa sendiri.
TAPI fundamental negara sangat baik Q1 tumbuh 5,61% bentar lagi inflow dollarnya",perang sudah diserang pelaku saham msci moodys ftse outflow dollar membuang rupiah trus perang sentimen negatif bangsa fundamental negara qtriliunanumbuh bentar inflow dollarnya,23
"Data inventaris minyak mentah EIA AS akan dirilis dalam 10 menit: inventaris komersial, Cushing &amp; SPR

Data ini berdampak langsung pada harga minyak, saham energi, dan USD

Minyak akan naik atau turun setelah laporan? #Minyak #EIA #Komoditas",data inventaris minyak mentah eia dirilis menit inventaris komersial cushing spr data berdampak langsung harga minyak saham energ dolar minyak naik turun lapor minyak eia komoditas,26
"@tempodotco Alasan pemerintah makin kesana sini, nilai tukar rupiah udh kek barang kebutuhan pokok yg pada naik krn ada nya MBG, cuma kl ini kebalikan nya makin nyungsep",tempodotco alasan pemerintah kesana nilai tukar rupiah sudah barang kebutuhan pokok naik mbg kebali nyungsep,15
"@Fahrihamzah buta kau ya???
 harga harga mulai naik. jgn karena kau skr kau menjabat jiwa kritismu hilang fahri",buta kau harga naik jgn kau menjabat jiwa kritismu hilang fahri,11
"@ekowboy2 matamu picek.yo mas
ini harga harga sudah mulai naik
dpt gaji berapa dr om wowo",matamu picek harga sudah naik dpt gaji wowo,8
"@tempodotco Mereka yg tidak becus malah nyalahin orang lain, sebelum musim haji jug udah naik terus tuh nilai dolar. Dasar enggak punya malu!",tempodotco becus_negated nyalahin orang musim haji jug naik nilai dolar dasar punya malu,13
duh harga vendor2 naik smua anjay gara2 negara salah kelola 🫪🫪🫪,duh harga vendor2 naik smua anjay gara2 negara salah kelola,10
"bayangin grup nya semua lg ributin rupiah loyo, ada kssk juga ntar sore dan gua nyempil diantara itu semuaa 

ga bgt ih😩",bayangin grup ributin rupiah loyo kssk ntar sore nyempil semuaa tidak,11
"@PutriKayan16645 Di Negeri ini sukanya keturunan China walaupun mereka sebagian besar maling dan memperkaya diri, para pejabat juga kecipratan. Enak banget korupsinya Ribuan Triliun Rupiah dendanya cuma puluhan miliar rupiah di penjara kurang dari 10 tahun keluar dari penjara masih kaya raya",negeri sukanya keturun china maling memperkaya pejabat keciprat enak korupsinya ribuan triliun rupiah dendanya puluh miliar rupiah penjara tahun penjara masih kaya raya,23
"Harga-harga naik, bahkan es teh, es kopi, dan sejenisnya sudah naik 500-2000 rupiah.

Apa artinya angka pertumbuhan ekonomi itu? Kondisi nyatanya pahit",harga naik teh kopi sejenisnya sudah naik rupiah angka pertumbuhan ekonomi kondisi pahit,13
"Aneh bgt, pdhl yg bikin rupiah lemah kan karna lu hamburin APBN buat mbg lu kocakkkkk",aneh pdhl bikin rupiah lemah karna hamburin apbn mbg kocakk,10
"@orchibuns @keluhkesahkonoh Nikah bukan ttg siapa menang siapa kalah tapi negosiasi ego. Kalo istilah pedagang tuh tawar-menawar ego, nanti deal nya di harga tengah2. Ga terlalu naik, ga terlalu turun.",nikah ttg_negated menang kalah negosias ego istilah pedagang tawar menawar ego deal harga tengah2 tidak naik tidak turun,18
@Hidupsebagai62 Plis jgn pegang rupiah meskipun hidup pas2an.,plis jgn pegang rupiah hidup pas2an,6
"@mulanbilqis Menteri yg sll menggampangkan masalah seserius anjloknya rupiah. Ingat, rezim bisa jatuh dg merosotnya nilai tukar mata uang @PurbayaYudhi @KemenkeuRI @bank_indonesia alhamdulillah jk rezim ini jatuh gegara itu, biarkan sj gak sah diapa2in!",menteri sll menggampang seserius anjloknya rupiah rezim bisa jatuh merosotnya nilai tukar mata uang kemenkeur bank indonesia alhamdulillah rezim jatuh gegara biark sah_negated diapa2in,24
@oktatulangkeras nilai tukar rupiah ta,nilai tukar rupiah,3
"@KangManto123 Pertumbuhan 5,6 dan inflasi 0,13% tapi Asing kabur dan Rupiah melonjak. 
Kenapa? Apa karena ""siluman""?

Pertumbuhan ekonomi 5,6%. bisa diatur?
Minyak goreng, berbahan plastik, beras, gorengan, nasi uduk melonjak, tapi inflasi hanya 0,13%. Bisa diatur?

???",pertumbuhan inflasi asing kabur rupiah melonjak silum pertumbuhan ekonomi bisa diatur minyak goreng berbah plastik beras goreng nasi uduk melonjak inflasi bisa diatur,23
@boxxtoc gw bikinin yg lebih realistis buat kondisi saat ini deh. duit dari bank 1M jadiin dollar semua (kurs skrg 17.400). ntar misal 'abis ini' (amit2) rupiah jd 25.000 lu udh untung 436 juta hehe😁,bikinin realistis kondisi sudah duit bank milyar jadiin dollar kurs ntar abis amit2 rupiah sudah untung juta tertawa,18
semua harga naik termasuk harga tumbler kocak,harga naik harga tumbler kocak,5
"@Simemaki Pertumbuhan PDB 5,6% itu belum tentu dirasakan merata. Faktanya:
Rupiah melemah → daya beli masyarakat tergerus, impor makin mahal
IHSG melemah → kepercayaan pasar dan investor sedang tidak solid
Harga barang &amp; jasa naik → rakyat langsung kena dampaknya, bukan angka statistik",pertumbuhan pdb belum dirasa merata faktanya rupiah melemah daya beli masyarakat tergerus impor mahal ihsg melemah kepercaya pasar investor solid_negated harga barang jasa naik rakyat langsung kena dampaknya angka_negated statistik,30
"@minjenthusiastt Skrg nyari minyak 2L yg harganya 40ribu aja susah, adanya 42.900 after diskon di Superindo.
Kuota makin mahal, aktif nomornya dibatasin
Harga plastik juga naik 50%

MBG nih yg bikin semua barang naik 😤😤",nyari minyak harganya 40ribu susah after diskon superindo kuota mahal aktif nomornya dibatasin harga plastik naik mbg bikin barang naik,20
per tweet berapa rupiah ya cairnya min?😭🤣,rupiah cairnya min sedih,4
"@Catatan_ali7 Waduh bro...memperbaiki benang yg kusut itu sulit bro...
Defisit itu emang turun temurun dr menteri yg lama2..gak bisa kita menyalahkan purbaya,krn dia kerja tidak sendiri,kalau masalah rupiah hancur kau tanya BI lah kenapa bisa hancur,mereka yg jaga kestabilan ekonomi",memperbaik benang kusut sulit defisit turun temurun menteri lama2 bisa_negated menyalah purbaya kerja tidak rupiah hancur kau bi bisa hancur jaga kestabil ekonomi,23
@majeed66224499 could that happen to IDR (Indonesia Rupiah)?,could that happen rupiah indonesia rupiah,6
@tirta_cipeng Senin harga naik. Hehehe https://t.co/j4avrTXDJT,senin harga naik tertawa,4
"@BambangSetyadix @SeekHustle banyak rupiah beredar?

ngaco, kbnykan  rupe itu di m1 &amp; m2. sementara M0 di masyarakt kering maka terjadi deflasi.",rupiah beredar ngaco kbny rupe masyarakt kering deflas,8
@OmJ_J3Nggott Sengaja membangkrutkan Indonesia dlm satu dekade lalu demi mensukseskan WNA tikus Tiongkok yang bebas mencuri wilayah RI serta tambang emas dll puluhan ribu trilyun rupiah per tahun satu dekade lalu berlanjut tanpa pajak dapat fee dilanjutkan memiskinkan WNI kelas menengah keatas,sengaja membangkrut indonesia dekade mensukses wna tikus tiongkok bebas mencur wilayah tambang emas puluh ribu trilyun rupiah tahun dekade berlanjut pajak_negated dapat fee dilanjut memiskin wni kelas menengah keatas,29
@secr3thm4nz56 Setelah WNA tikus Tiongkok yang bebas mencuri wilayah RI serta tambang emas dll puluhan ribu trilyun rupiah per tahun satu dekade lalu berlanjut tanpa pajak dapat fee maka dilanjutkan memiskinkan WNI kelas menengah ke atas,wna tikus tiongkok bebas mencur wilayah tambang emas puluh ribu trilyun rupiah tahun dekade berlanjut pajak_negated dapat fee dilanjut memiskin wni kelas menengah,23
"Kemenkum Jabar membantu merinci tunjangan transportasi DPRD Kuningan dalam draf Perbup. Kami memastikan setiap rupiah yang dianggarkan memiliki dasar hukum yang sah dan tidak melanggar aturan.

Kemenkum Jabar - Asep  Sutandar.",kemenkum jabar membantu merinc tunjang transportas dprd kuning draf perbup rupiah dianggar memilik dasar hukum sah melanggar_negated aturan kemenkum jabar asep sutandar,22
"@Winmo18 @yousoft25 @Billy_Naravit emang titik pembuktian negara ini baik-baik aja itu hanya dilihat dari mall rame apa tidaknya ya? kok mall mulu yg lu bahas? keliatan banget KOSONG nya, orang lg bahas rupiah melemah malah bawa-bawa mall rame bae. kebakaran kah itu mall makanya rame",titik pembukti negara mall rame tidaknya mall mulu bahas keliat kosong orang bahas rupiah melemah bawa mall rame bae kebakar kah mall rame,23
Emang jahat si politik perang ni semua2nya harga barang naik bangke..,jahat politik perang semua2nya harga barang naik bangke,8
"Anjay ngapa rupiah makin melemah ni, 100rb udah ndak ada harga diri agik",anjay ngapa rupiah melemah ribuan ndak harga agik,8
@BukolaOfGod__ A million Indonesian Rupiah is 32k in naira 😂😭,million indonesi rupiah 32k naira tertawa sedih,7
@KangManto123 Sengaja dikeluarkan berita seolah pertumbuhan ekonomi RI menang demi mensukseskan WNA tikus Tiongkok yang bebas mencuri wilayah RI serta tambang emas dll puluhan ribu trilyun rupiah per tahun satu dekade lalu berlanjut tanpa pajak dapat fee dilanjutkan memiskinkan WNI kelas atas,sengaja dikeluar berita pertumbuhan ekonomi menang mensukses wna tikus tiongkok bebas mencur wilayah tambang emas puluh ribu trilyun rupiah tahun dekade berlanjut pajak_negated dapat fee dilanjut memiskin wni kelas,29
"@NOTASLIMBOY Nih saat 83 indo juga pernah di tekan minyak tapi saat itu karena minyak turun rupiah ""terpaksa"" Devaluasi. 
Bedanya dulu pemerintah ekonomi lebih tertutup dampak ke rakyat (harga) lebih minim. Fiskal APBN aja yg goyang kala itu (83) 
https://t.co/TYTdvBVYNB",indo pernah tekan minyak turun rupiah terpaksa devaluas bedanya pemerintah ekonomi tertutup dampak rakyat harga minim fiskal apbn goyang,19
"Kalo ada kan biasanya pake kurs dolar, kondisi rupiah lg melemah gini bisa nambah dong uangnya.",pake kurs dolar kondisi rupiah melemah bisa nambah uangnya,9
"@direktoridosen @PNS_2018 @PNS_Ababil @txtjogja @AchmadFahar @amilies_ @bahaspemainbola @barcastuff_idn @beritainbola @myshawti @DivHumas_Polri perlu dicek juga tiap Juli bayar cicilan utang pemerintah berbasis dolar, tentu butuh banyak US dollar. Jadi, kalaupun dalam minggu-minggu depan rupiah menguat, itu hanya sebentar banget. Dead cat bounce, mgkn.",perlu dicek juli bayar cicil utang pemerintah berbasis dolar butuh dollar minggu rupiah menguat sebentar dead cat bounce mgkn,19
"Sy/@mh_property boleh bantu jual-in ndak mba @NathaliaChaca?

sy hny jual hrg dr mba...jika boleh komisi 5% 😆 🏡

Kali aj brtemu jodoh'a pembeli yg sdng cari rumah di Tangerang/Dasana Indah

..

BTW dng mata uang Indonesia Rupiah [IDR], brpa hrg tanah+rumah yg sama kalau @japan?",bantu jual ndak mba hny jual hrg mba komis brtemu jodoh pembel sdng cari rumah tangerang dasana indah btw dng mata uang indonesia rupiah brpa hrg tanah rumah,28
"@barcastuff_idn bayern lagi apes, harga minyak lagi naik soalnyaa",bayern apes harga minyak naik soalnyaa,6
"Harga emas dan perak melonjak setelah laporan AS dan Iran mendekati kesepakatan damai.

Kesepakatan berpotensi meredakan ketegangan Timur Tengah, mengurangi permintaan safe-haven.

Apakah harga emas akan terus naik atau turun saat perdamaian mendekat? #Emas #Perak #Iran #Geopol…",harga emas perak melonjak lapor iran mendekat kesepakat damai kesepakat berpotens mereda ketegang timur mengurang perminta safe haven harga emas naik turun perdamai mendekat emas perak iran geopol,28
"Murah banget mumpung lagi turun harga diskon jadi 12k an dapet 2 gass

Buruan co sebelum naik 👇
https://t.co/J4iqjEMi8B
https://t.co/J4iqjEMi8B

kode promo voucher shopeefood gofood grabfood go grab shopee food gojek gratis ongkir rabu kamis Amien Rais sepakat 500 ribu pagiii https://t.co/o973xhGgZt",murah mumpung turun harga diskon 12k dapet gass buruan naik kode promo voucher shopeefood gofood grabfood grab shopee food gojek gratis ongkir rabu kamis amien rais sepakat ribu pagiii,29
